phi,J,n_species,n_types,N,n_correct_pairs,pH,pKa_acid,pKa_base,beta,sum_correct,sum_incorrect,correct_fraction,selectivity
0.1,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.15681971876219747,0.08514305255785795,0.31363943752439494,0.6481150712014456
0.1,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.16691166208412134,0.0790949849922804,0.3338233241682427,0.6784843583201362
0.1,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.17705080044859126,0.0733718153861508,0.3541016008971825,0.7070080306382122
0.1,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.18719233504309732,0.06798285856853137,0.37438467008619464,0.7335835917028809
0.1,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.1972981021803161,0.06292974447611877,0.3945962043606322,0.7581744410343512
0.1,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.20733118025205058,0.05821014679383346,0.41466236050410116,0.7807868649245099
0.1,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.21725900389458053,0.05381690753238669,0.43451800778916105,0.8014692369783409
0.1,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.22705614970204593,0.04973782255514024,0.45411229940409187,0.8203074216192591
0.1,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.23669845853335722,0.04595907538543791,0.47339691706671444,0.8374036780542975
0.1,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.246165649293872,0.042464725765073895,0.492331298587744,0.8528750629368016
0.1,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.2554436034800657,0.03923662702300889,0.5108872069601313,0.8668501549763774
0.15,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07601534999778423,0.14952445389384927,0.15203069999556845,0.33703740397995313
0.15,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08443844450823394,0.13966775985698368,0.16887688901646788,0.37677870073881287
0.15,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.09330174281355376,0.13000360649827836,0.18660348562710752,0.41782135135179066
0.15,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.10255047910088469,0.12062168015130684,0.20510095820176938,0.45951286865042595
0.15,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.11212084105834748,0.11160647043572532,0.22424168211669496,0.5011495481244247
0.15,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.12194550319639022,0.10303012093496365,0.24389100639278044,0.5420387371619905
0.15,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.1319597961140916,0.09494683700289554,0.2639195922281832,0.5815598878771252
0.15,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.14209900995240043,0.08739582456854442,0.28419801990480087,0.6191817356108342
0.15,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.15230352131685407,0.08039810885896805,0.30460704263370814,0.6545013079701144
0.15,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.1625233789504261,0.07395568864542007,0.3250467579008522,0.6872632770532803
0.15,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.17271325111555608,0.06805765138227732,0.34542650223111215,0.7173344009752571
0.15,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.18283639086781925,0.06268033670787776,0.3656727817356385,0.744700341492809
0.15,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.1928622068932724,0.05779172005160087,0.3857244137865448,0.7694362072998288
0.15,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.2027692038777786,0.05335280056273063,0.4055384077555572,0.7916898991975367
0.15,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.21253817536220163,0.04932327182609385,0.42507635072440325,0.8116436292715209
0.15,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22215405408867714,0.04566231028527376,0.4443081081773543,0.8295014182870599
0.15,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23160761899602905,0.04232948703120406,0.4632152379920581,0.8454773519181562
0.15,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24088915170487452,0.03928807989028522,0.48177830340974903,0.8597741876932558
0.15,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.2499906115420573,0.03650462534255738,0.4999812230841146,0.8725820863916827
0.15,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.2589076910189409,0.033948575481874785,0.5178153820378818,0.8840776880498095
0.2,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07609392214219325,0.1493036742902838,0.1521878442843865,0.33759864056486766
0.2,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08534164498747213,0.1372460535963549,0.17068328997494425,0.3834068348360765
0.2,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.09500252409058225,0.12564143047173984,0.1900050481811645,0.4305693499694225
0.2,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.10498025155331904,0.11464675300642174,0.20996050310663808,0.4779933677270678
0.2,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.11517479366270887,0.10439108596786922,0.23034958732541774,0.5245568840499769
0.2,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.12549223782424393,0.0949634489298736,0.25098447564848786,0.5692401936730693
0.2,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.13585353961887803,0.08640683620600963,0.27170707923775606,0.6112359844379656
0.2,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.14619204527567767,0.07872529198215641,0.29238409055135534,0.6499812200252474
0.2,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.15645744483287044,0.07188693520502155,0.3129148896657409,0.6851819379434995
0.2,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.16661758445856295,0.06583125843879312,0.3332351689171259,0.716792488109466
0.2,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.17665004082779806,0.06048282696777747,0.3533000816555961,0.7449411904387777
0.2,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.18654287246555462,0.05575768039671931,0.37308574493110924,0.7698821577662132
0.2,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.19628954573607083,0.05157176470801537,0.39257909147214165,0.7919329781012758
0.2,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.2058899221459621,0.047844621168539325,0.4117798442919242,0.811438282925328
0.2,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.21534259641337483,0.04450496093821008,0.43068519282674966,0.828726652688931
0.2,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22464633896317987,0.041490798097006315,0.44929267792635974,0.8440999307525274
0.2,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23380186457610974,0.038749022321072885,0.4676037291522195,0.8578283022219939
0.2,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.2428061191216866,0.036236589714474327,0.4856122382433732,0.8701396289277303
0.2,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.25165494285985757,0.03391858710235419,0.5033098857197151,0.8812264319216024
0.2,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.26034567307541423,0.03176650594195908,0.5206913461508285,0.8912523741775564
0.25,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07617240614816949,0.14908310218846368,0.15234481229633898,0.3381600153117378
0.25,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08622966023113618,0.13486006275885531,0.17245932046227236,0.3900211147988969
0.25,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.09663605548324446,0.12143520385972087,0.1932721109664889,0.4431398056506952
0.25,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.10724304522077328,0.10905131629896972,0.21448609044154657,0.49581988391770354
0.25,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.11791316417214227,0.09787651176341217,0.23582632834428455,0.5464263462138776
0.25,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.12853520186715547,0.08798820071397306,0.25707040373431095,0.5936319138481781
0.25,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.13903340337112738,0.0793744915505519,0.27806680674225476,0.6365768207279499
0.25,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.1493610294340316,0.071956357770402,0.2987220588680632,0.674872549873654
0.25,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.15949818495838117,0.06560770291731484,0.31899636991676233,0.7085473705887947
0.25,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.1694468964946375,0.060177949047493615,0.338893792989275,0.7379292780560498
0.25,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.1792173910586636,0.05551539331057376,0.3584347821173272,0.7634953572431188
0.25,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.18882542023136256,0.05147823590713721,0.3776508404627251,0.7857783908311893
0.25,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.19828576215267288,0.047943016501920815,0.39657152430534576,0.8052907675378782
0.25,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.20761307521163444,0.04480601946656556,0.4152261504232689,0.8224935418467927
0.25,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.21681522060822633,0.041984858748011056,0.43363044121645267,0.8377710746749042
0.25,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22589578426272913,0.039415180233304925,0.45179156852545826,0.851437801267746
0.25,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23485698908521346,0.03704720785800486,0.4697139781704269,0.8637490400130077
0.25,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24369516262766172,0.034844271809690575,0.48739032525532344,0.8749036312216378
0.25,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.2524041652750011,0.03277931651436593,0.5048083305500022,0.8850588529577698
0.25,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.26097859050442074,0.03083209087072692,0.5219571810088415,0.8943421442785006
0.3,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07625080157539545,0.1488627389453098,0.1525016031507909,0.3387215242540321
0.3,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08710193597178052,0.13251151708103517,0.17420387194356104,0.3966147554304546
0.3,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.09819968463956506,0.11739371930577842,0.19639936927913013,0.4554855707202427
0.3,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.10933523696743591,0.10385097601464516,0.21867047393487182,0.5128626070046347
0.3,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12033959425647821,0.09206887201701694,0.24067918851295642,0.5665480117987836
0.3,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.13110249929242793,0.08206524524102649,0.26220499858485585,0.6150203426853454
0.3,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.1415757213293485,0.07371683214250821,0.283151442658697,0.6575969258864998
0.3,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15175505795823233,0.06681449177138063,0.30351011591646465,0.6943101550328676
0.3,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.16166637811857879,0.061111319893893,0.32333275623715757,0.7256847501383531
0.3,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.17135200666354186,0.05636198805173209,0.3427040133270837,0.7524878164725624
0.3,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.1808529510056795,0.05235041744679243,0.361705902011359,0.775516032233203
0.3,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.19020551105337308,0.048897892016152036,0.38041102210674616,0.7954947884956093
0.3,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.19943625042953822,0.04586477947792677,0.39887250085907644,0.8130265515182339
0.3,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.2085649595786882,0.043145163059093265,0.4171299191573764,0.8285918635017261
0.3,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.2176002684274361,0.04066237956752279,0.4352005368548722,0.8425541599483741
0.3,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22654385054742113,0.03836176121166219,0.45308770109484225,0.8551870571675511
0.3,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23539459239866256,0.036204555571723133,0.4707891847973251,0.8666985671999544
0.3,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24414499571134485,0.034164748273141574,0.4882899914226897,0.8772419974090203
0.3,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.2527850838239892,0.0322248780583387,0.5055701676479784,0.88693420452565
0.3,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.26130588579034764,0.030372929933207917,0.5226117715806953,0.8958685777098213
0.35,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07632910798485291,0.14864258591495041,0.15265821596970583,0.33928316341364984
0.35,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08795795405534379,0.13020205967195853,0.17591590811068758,0.4031809154783511
0.35,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.09969136252570408,0.11352425749642503,0.19938272505140817,0.46756125332354587
0.35,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11125619437221539,0.09905367682265942,0.22251238874443077,0.5290108055323945
0.35,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12246577770074325,0.08695325813645767,0.2449315554014865,0.5847881841837227
0.35,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.13323626252071194,0.07711753223272842,0.2664725250414239,0.6333912952551203
0.35,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.1435726299365264,0.06925399496184588,0.2871452598730528,0.6745990075493782
0.35,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15353012269269206,0.06299124698078767,0.3070602453853841,0.7090760737576114
0.35,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.16318550750507696,0.05795850995726719,0.3263710150101539,0.7379150898027936
0.35,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.17261705349689543,0.05383300355906079,0.34523410699379087,0.762274276902658
0.35,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.18188707705889165,0.050360165777191636,0.3637741541177833,0.7831614052239325
0.35,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.19104171397030953,0.04734987687560655,0.38208342794061906,0.8013777385872145
0.35,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.20010978161548487,0.044666801445128926,0.40021956323096974,0.8175201202393249
0.35,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.20910891052356503,0.04221691931984329,0.41821782104713007,0.832023157563439
0.35,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.21804352572218724,0.03993773273889311,0.4360870514443745,0.8451913407309817
0.35,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22691041670934414,0.03778834218501405,0.4538208334186883,0.8572401988477162
0.35,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23570369660534235,0.03574210010795979,0.4714073932106847,0.8683269347297683
0.35,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24441163754728057,0.03378294382639248,0.48882327509456114,0.8785636166614768
0.35,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.25302069161267543,0.031901316783734035,0.5060413832253509,0.8880349153676086
0.35,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.2615189790896083,0.030091316522676256,0.5230379581792166,0.8968098281321124
0.4,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07640732493884854,0.1484226444487145,0.15281464987769708,0.33984492880100364
0.4,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08879723422916566,0.12793324061955264,0.17759446845833132,0.4097127286374807
0.4,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.10110965511902609,0.10983251411453984,0.20221931023805217,0.4793240511671796
0.4,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11300808423502934,0.09465994374810122,0.22601616847005868,0.5441766136682762
0.4,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12430985033744878,0.08249709279693705,0.24861970067489755,0.6010912808506145
0.4,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.134986931993454,0.07304314705312402,0.269973863986908,0.6488817992672575
0.4,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.14511943514935643,0.06578910945453977,0.29023887029871287,0.6880680696076213
0.4,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15482956126765673,0.06019188093285602,0.30965912253531347,0.7200656812787706
0.4,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.1642402939142999,0.05577535650135173,0.3284805878285998,0.7464936862628537
0.4,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.17345512066177174,0.05216871335974973,0.3469102413235435,0.7687801309378764
0.4,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.18254618599137618,0.04910657822198549,0.36509237198275235,0.7880164374954011
0.4,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.1915600835067903,0.046407782174196915,0.3831201670135806,0.8049829877601599
0.4,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.20052143465425765,0.04395372036295072,0.4010428693085153,0.8202119133134094
0.4,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.20944194004316893,0.041668341166320295,0.41888388008633787,0.8340635796924649
0.4,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.2183200372134411,0.03950516112733774,0.4366400744268822,0.8467754068199227
0.4,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.2271471828161729,0.037436390713369,0.4542943656323458,0.8585082580374555
0.4,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23591306891789446,0.035445558676504806,0.4718261378357889,0.8693774397713778
0.4,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.2446024864136438,0.033524187547779485,0.4892049728272876,0.8794643208064602
0.4,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.25319922407888945,0.03166824928308311,0.5063984481577789,0.8888316419233863
0.4,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.2616894141038612,0.02987579394853639,0.5233788282077224,0.8975330625073473
0.45,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07648545200102294,0.14820291589508283,0.15297090400204588,0.34040681641511994
0.45,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.08961933572669732,0.12570651109565162,0.17923867145339464,0.41620333577805857
0.45,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.102453742066135,0.1063225630877529,0.20490748413227,0.49073453038943476
0.45,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11459557074799973,0.09066345930988456,0.22919114149599945,0.5582973412457544
0.45,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12589454421100857,0.078654394726679,0.25178908842201714,0.6154739538852345
0.45,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.13640799406679807,0.06972812879620571,0.27281598813359614,0.6617374585892106
0.45,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.1463055407258562,0.06313118071758181,0.2926110814517124,0.6985668020274459
0.45,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15577420640890682,0.05816190678635342,0.31154841281781365,0.7281342270004244
0.45,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.16497208315971984,0.05427060000682736,0.3299441663194397,0.752463346904026
0.45,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.17401544593202126,0.05106935350034252,0.3480308918640425,0.773110607072828
0.45,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.1829764848336522,0.048303880777526065,0.3659529696673044,0.7911457781992013
0.45,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.19189605179395575,0.04581416960406575,0.3837921035879115,0.807268827841629
0.45,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.20079138451131776,0.04350335624262575,0.4015827690226355,0.8219226655949845
0.45,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.20966714159750366,0.041313953330387725,0.4193342831950073,0.8353901781237414
0.45,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.2185158703980306,0.03921386626896401,0.4370317407960612,0.8478488870702879
0.45,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22732441283987467,0.03718590151784016,0.45464882567974935,0.8594160624392436
0.45,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23607900104394663,0.03522111818773907,0.47215800208789327,0.8701765473325807
0.45,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.2447619193413124,0.033316237870839205,0.4895238386826248,0.8801911009305833
0.45,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.25335517947866015,0.031470759721574995,0.5067103589573203,0.88950880032225
0.45,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.26184367974628303,0.029685087047095944,0.5236873594925661,0.8981744156036027
0.5,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.0765634887363632,0.14798340159964785,0.1531269774727264,0.34096882224373526
0.5,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.09042385863405225,0.12352321801881729,0.1808477172681045,0.42264591808732727
0.5,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.10372340254853625,0.10299685691325228,0.2074468050970725,0.5017573159911239
0.5,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11602543153406561,0.08705191090837727,0.23205086306813122,0.5713361724090392
0.5,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12724533810034036,0.07537032181084032,0.2544906762006807,0.6280133438655208
0.5,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.13755181413299278,0.06705715953887473,0.27510362826598556,0.6722667714153372
0.5,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.14720928883865111,0.06110916303790881,0.29441857767730223,0.7066550634980715
0.5,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15646000020483705,0.05669612825574581,0.3129200004096741,0.7340159597323946
0.5,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.16548356072838089,0.05323028188531511,0.33096712145676177,0.7566213402444123
0.5,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.174398056207167,0.05033238622072456,0.348796112414334,0.776032184705571
0.5,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.18326901472050994,0.047773097778526806,0.3665380294410199,0.7932277485615234
0.5,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.1921284034409129,0.04541866974575061,0.3842568068818258,0.8088013919242792
0.5,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.20098522381102202,0.04319410026851542,0.40197044762204404,0.8231050051787084
0.5,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.209837480752618,0.041058287083739015,0.419674961505236,0.8363532097898139
0.5,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.2186727462031423,0.03899066288196097,0.4373454924062846,0.8486759799522654
0.5,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22747429872702477,0.03698185654983013,0.45494859745404953,0.8601588361174075
0.5,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23622589854298726,0.03502809366405641,0.4724517970859745,0.8708660713928925
0.5,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24490815891373413,0.03312942991803143,0.48981631782746826,0.8808454998576535
0.5,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.253501983165265,0.031287481491774,0.50700396633053,0.8901382060272025
0.5,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.2619915497005779,0.02950397229121559,0.5239830994011558,0.8987841319495566
0.55,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07664143471121697,0.14776410290507028,0.15328286942243394,0.34153094226340536
0.55,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.09121044502439606,0.12138459932926798,0.1824208900487921,0.4290337307800168
0.55,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.10491898913608291,0.09985626316254766,0.20983797827216583,0.5123616645974169
0.55,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11730612445969192,0.08380802384968247,0.23461224891938384,0.583281312855419
0.55,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.1283887917533185,0.0725854515697316,0.256777583506637,0.6388320693758907
0.55,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.13846680041483855,0.06492123972911609,0.2769336008296771,0.6808010948767361
0.55,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.14789602046861697,0.059578284025430396,0.29579204093723394,0.7128401795551484
0.55,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.1569599790588757,0.05563675132600913,0.3139199581177514,0.7382991204743122
0.55,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.16584676790778702,0.05250324229664961,0.33169353581557404,0.759545501062754
0.55,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.1746681408878263,0.049825182133005,0.3493362817756526,0.7780549485278795
0.55,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.18347923508666608,0.04740485431043284,0.36695847017333216,0.7946811560977606
0.55,11.6211,2,1,2,1,9.0,6.0,8.0,1.0,0.19230220576485774,0.045135089221531054,0.3846044115297155,0.8099073305896647
0.55,12.6684,2,1,2,1,9.0,6.0,8.0,1.0,0.20113830378296024,0.04296032912441401,0.4022766075659205,0.8240042207007502
0.55,13.7158,2,1,2,1,9.0,6.0,8.0,1.0,0.20997991530073107,0.04085271888129691,0.41995983060146214,0.8371315637834784
0.55,14.7632,2,1,2,1,9.0,6.0,8.0,1.0,0.21881075026296104,0.03880030791729634,0.4376215005259221,0.8493841522511524
0.55,15.8105,2,1,2,1,9.0,6.0,8.0,1.0,0.22761151616573888,0.03679917462808402,0.45522303233147776,0.8608256931003617
0.55,16.8579,2,1,2,1,9.0,6.0,8.0,1.0,0.23636430479365042,0.034848913019704816,0.47272860958730084,0.8715073206952318
0.55,17.9053,2,1,2,1,9.0,6.0,8.0,1.0,0.24504866892885102,0.03295161814860696,0.49009733785770204,0.8814691218666738
0.55,18.9526,2,1,2,1,9.0,6.0,8.0,1.0,0.2536448505644111,0.031110118812589363,0.5072897011288222,0.8907477580438566
0.55,20.0,2,1,2,1,9.0,6.0,8.0,1.0,0.26213662601785204,0.029326843185390698,0.5242732520357041,0.8993807242274281
0.6,0.1,2,1,2,1,9.0,6.0,8.0,1.0,0.07671928949329812,0.14754502115105012,0.15343857898659624,0.3420931724395676
0.6,1.1474,2,1,2,1,9.0,6.0,8.0,1.0,0.09197877985004711,0.11929177992291667,0.18395755970009423,0.43536013701525283
0.6,2.1947,2,1,2,1,9.0,6.0,8.0,1.0,0.10604139089786477,0.09690013466290581,0.21208278179572954,0.5225218969102028
0.6,3.2421,2,1,2,1,9.0,6.0,8.0,1.0,0.11844733853023783,0.08091068837876211,0.23689467706047565,0.5941438143561901
0.6,4.2895,2,1,2,1,9.0,6.0,8.0,1.0,0.12935118302110934,0.07023942204911528,0.2587023660422187,0.6480825236017363
0.6,5.3368,2,1,2,1,9.0,6.0,8.0,1.0,0.1391958168871978,0.06322233260708748,0.2783916337743956,0.6876647041530578
0.6,6.3842,2,1,2,1,9.0,6.0,8.0,1.0,0.14841828921375083,0.05842091509034706,0.29683657842750166,0.7175539555622321
0.6,7.4316,2,1,2,1,9.0,6.0,8.0,1.0,0.15732811691371248,0.05486638136814415,0.31465623382742497,0.7414335347410081
0.6,8.4789,2,1,2,1,9.0,6.0,8.0,1.0,0.1661110812537044,0.0519854222968838,0.3322221625074088,0.7616402764346638
0.6,9.5263,2,1,2,1,9.0,6.0,8.0,1.0,0.1748674378336099,0.04946258758612424,0.3497348756672198,0.7795097312828377
0.6,10.5737,2,1,2,1,9.0,6.0,8.0,1.0,0.1836404892028846,0.04713328092022834,0.3672809784057692,0.7957598001926973
